provider,model,id,type,n_fields,final_n,checkpoint_n,all_final_pass,all_checkpoint_pass
openai,gpt-4.1,time_waveform_000,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_001,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_002,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_003,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_004,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_005,time_waveform,6,2,4,True,False
openai,gpt-4.1,time_waveform_006,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_007,time_waveform,5,2,3,False,True
openai,gpt-4.1,time_waveform_008,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_009,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_010,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_011,time_waveform,6,2,4,True,True
openai,gpt-4.1,time_waveform_012,time_waveform,6,2,4,True,False
openai,gpt-4.1,time_waveform_013,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_014,time_waveform,5,2,3,False,True
openai,gpt-4.1,time_waveform_015,time_waveform,5,2,3,False,True
openai,gpt-4.1,time_waveform_016,time_waveform,6,2,4,True,False
openai,gpt-4.1,time_waveform_017,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_018,time_waveform,6,2,4,False,False
openai,gpt-4.1,time_waveform_019,time_waveform,6,2,4,False,False
openai,gpt-4.1,time_waveform_020,time_waveform,6,2,4,True,False
openai,gpt-4.1,time_waveform_021,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_022,time_waveform,5,2,3,False,False
openai,gpt-4.1,time_waveform_023,time_waveform,6,2,4,True,False
openai,gpt-4.1,time_waveform_024,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_025,time_waveform,6,2,4,False,False
openai,gpt-4.1,time_waveform_026,time_waveform,5,2,3,True,True
openai,gpt-4.1,time_waveform_027,time_waveform,6,2,4,False,False
openai,gpt-4.1,time_waveform_028,time_waveform,6,2,4,False,False
openai,gpt-4.1,time_waveform_029,time_waveform,5,2,3,True,True
openai,gpt-4.1,transfer_characteristic_000,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_001,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_002,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_003,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_004,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_005,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_006,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_007,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_008,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_009,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_010,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_011,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_012,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_013,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_014,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_015,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_016,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_017,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_018,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_019,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_020,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_021,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_022,transfer_characteristic,3,2,1,False,True
openai,gpt-4.1,transfer_characteristic_023,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_024,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_025,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_026,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_027,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_028,transfer_characteristic,3,2,1,True,True
openai,gpt-4.1,transfer_characteristic_029,transfer_characteristic,3,2,1,True,True
